unit,med_spec,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 
NR,SURG_VAS,LV	: 	: 	: 	: 	: 	: 	17.00 	17.00 	19.00 	18.00 	18.00 	18.00 	18.00 	18.00 	18.00 	18.00 	17.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,MK	: 	: 	: 	: 	: 	: 	7.00 	6.00 	9.00 	9.00 	14.00 	5.00 	1.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,MT	: 	: 	: 	: 	: 	10.00 	8.00 	7.00 	4.00 	4.00 	4.00 	3.00 	4.00 	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,NO	: 	: 	: 	: 	: 	: 	80.00 b	78.00 	77.00 	75.00 	76.00 	76.00 	80.00 b	74.00 	77.00 	77.00 	78.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,PL	: 	: 	: 	: 	: 	: 	424.00 	394.00 	338.00 	322.00 	286.00 	195.00 	266.00 	237.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,PT	: 	: 	: 	: 	: 	: 	178.00 	171.00 	166.00 	160.00 	153.00 	149.00 	145.00 	145.00 	142.00 	136.00 	129.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,RO	: 	: 	: 	: 	: 	: 	194.00 	164.00 	149.00 	150.00 	153.00 	103.00 	104.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,RS	: 	: 	: 	: 	: 	: 	5.00 	4.00 	4.00 	4.00 	2.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,SE	: 	: 	: 	: 	: 	: 	: 	146.00 	140.00 	132.00 	127.00 	121.00 	116.00 	97.00 	60.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,SI	: 	: 	: 	: 	: 	: 	11.00 	13.00 	11.00 	14.00 	11.00 	8.00 	9.00 	6.00 	5.00 	2.00 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,SURG_VAS,UK	: 	: 	: 	: 	: 	310.00 	257.00 b	130.00 	13.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,AT	148.63 	148.93 	152.94 	: 	156.24 	158.34 b	165.17 	165.33 	164.20 	162.00 	159.72 	158.06 	155.56 	153.04 	153.40 	151.03 	146.64 	143.87 	141.45 	140.25 	139.61 	136.54 	134.77 	136.23 	132.50 	129.06 	126.22 	122.24 	118.45 	116.12 	112.16 	108.26 	103.68 	99.97 	95.57 	91.55 	89.49 
P_HTHAB,GEN,BE	: 	118.65 	116.85 	115.32 	114.21 	114.10 	112.58 	112.05 	111.86 	111.31 	111.34 	111.98 	113.80 	114.59 	116.10 	117.70 	118.38 	119.10 	119.45 	119.48 	119.60 	119.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,BG	: 	60.20 	61.00 	61.52 	62.13 	64.68 	62.86 	65.10 	65.28 	65.55 	66.75 	67.08 b	69.82 	67.31 	71.91 	72.63 	73.52 	73.67 	71.52 	73.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,CH	114.96 	114.03 	113.40 	113.73 	113.92 	114.66 	115.55 	112.66 	111.08 	107.77 	105.61 b	60.65 	60.47 	59.90 b	53.04 	52.38 	51.66 	52.56 	51.03 	44.78 	39.60 	39.14 	38.35 	37.95 	37.65 	37.13 	36.86 	36.93 	37.07 	36.91 	36.62 	36.30 	36.00 	32.81 	31.93 	30.69 	29.16 
P_HTHAB,GEN,CY	: 	: 	95.47 	104.82 	96.91 	92.30 	86.71 	79.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.50 	: 	: 	: 	: 	51.93 	: 	36.58 	36.49 	34.45 	32.94 	33.12 	0.00 	0.00 	25.19 	0.00 
P_HTHAB,GEN,CZ	: 	66.48 e	68.69 be	: 	: 	: 	: 	: 	70.10 	70.27 	70.21 	70.35 	70.53 	70.60 	71.08 	72.31 	72.69 b	: 	: 	: 	: 	72.79 e	: 	: 	: 	: 	69.48 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,DE	: 	102.78 	99.95 	97.84 	97.01 	95.97 	95.73 	99.05 	97.47 	93.74 	93.74 	91.48 	86.95 	84.40 	82.69 	83.18 	84.92 	84.97 	88.07 	88.69 	89.38 	88.69 	85.56 	83.93 	82.72 	82.30 	81.07 	79.33 	77.39 	75.03 	73.13 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,DK	: 	: 	79.82 	80.24 	80.09 	80.05 	80.50 	79.72 	79.41 	80.14 	79.38 	79.26 	78.76 	79.07 	76.66 	77.01 	76.91 	77.60 	73.68 	74.11 	74.08 	73.86 	65.82 	64.50 	60.76 	54.28 	52.47 	48.19 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,EE	: 	81.53 	83.05 	82.98 	80.39 	80.64 	79.98 	80.36 	79.82 b	72.50 	75.41 	73.53 	73.36 	76.29 	75.86 	73.28 	72.48 	72.14 	73.25 	70.25 	65.77 	75.02 	68.19 	57.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,EL	: 	: 	44.14 	40.90 	43.25 	41.95 	40.63 	39.54 b	31.86 	31.29 	30.34 	30.49 	28.13 	27.60 	31.67 	25.15 	26.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,ES	: 	91.42 	91.51 	89.16 b	75.93 	74.86 	74.79 	75.04 	75.11 	74.96 	74.28 	74.33 	73.24 	72.57 	69.85 	72.08 	71.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,FI	: 	: 	: 	135.22 	132.77 	133.31 	134.01 	138.77 	135.10 b	155.80 d	156.82 d	150.48 bd	186.93 d	186.60 d	187.72 d	186.70 d	188.54 d	193.49 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,FR	: 	139.52 	140.44 	140.30 	141.04 	140.65 	140.92 	141.43 	141.98 	141.93 	142.31 b	159.31 	160.22 b	162.40 	162.81 	163.95 	164.55 	164.75 	164.23 	163.33 	162.50 	161.59 	160.07 	161.62 	161.87 	162.66 	162.78 	162.73 	161.70 	164.89 	163.23 	160.42 	: 	: 	: 	: 	: 
P_HTHAB,GEN,HR	: 	77.11 	83.33 	85.73 	80.41 	81.63 	77.19 	82.67 	78.39 	78.96 	77.03 	77.97 	75.80 b	68.66 	68.68 	68.40 	69.09 	70.07 	70.12 	70.61 	71.50 	70.28 	68.65 	67.65 b	69.02 	66.82 b	74.98 	78.01 	78.67 	74.57 	73.11 	84.34 	81.20 	79.83 	77.54 	75.68 	74.19 
P_HTHAB,GEN,HU	: 	66.03 b	74.73 	72.59 	70.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,IE	234.54 b	187.74 	183.19 	184.19 	182.28 	179.04 	183.12 	176.35 b	233.16 	245.42 	248.16 b	273.57 	267.89 b	321.77 	312.03 	297.32 	292.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,IS	: 	: 	59.63 	61.81 	60.86 	63.50 b	57.74 	57.42 	58.07 	57.37 	57.99 	57.23 	58.40 	58.91 	60.34 	60.24 	60.32 b	57.86 	: 	: 	61.06 	60.81 	: 	56.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,IT	84.44 p	84.70 	87.99 	88.11 	88.69 	89.17 	88.28 	87.95 	88.86 	90.69 	90.70 e	89.32 e	89.11 e	89.48 e	90.14 e	88.89 e	89.29 e	89.16 e	87.99 e	86.86 e	85.83 e	84.70 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,LI	112.66 	128.53 	124.47 	115.04 	121.17 	98.10 	93.35 	91.28 	100.04 	100.94 	101.89 	102.72 b	72.74 d	70.48 d	70.90 d	68.50 d	71.94 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,LT	: 	97.61 	103.18 	102.94 	105.04 	100.17 	97.04 	94.43 	91.59 	90.27 	88.47 b	76.87 	75.34 	73.51 	77.49 	73.79 	70.28 	69.02 	67.73 	63.69 	59.38 	54.24 	49.68 	44.35 	41.56 	40.57 	39.60 	39.07 	39.37 	39.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,LU	: 	: 	: 	: 	89.55 	86.55 	87.43 	87.90 	85.95 	83.06 	81.80 	81.66 	79.35 	81.24 	81.67 	77.23 	78.25 	69.42 	67.31 	66.79 	65.23 	63.95 b	83.40 	81.94 	80.34 	79.67 	79.29 	77.43 	79.50 	77.01 	76.23 	77.26 	74.78 	71.76 	65.00 	: 	65.45 
P_HTHAB,GEN,LV	: 	74.51 	71.53 	73.22 	72.80 	72.06 	69.73 	69.92 	67.42 	65.77 	64.48 	62.50 	61.40 	60.76 	59.58 	58.78 	58.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,ME	: 	50.86 	49.84 	54.00 	48.68 	45.64 	43.88 	39.40 	38.80 	32.87 	30.64 	31.48 	33.65 	38.45 	32.68 	30.14 	32.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,MK	: 	91.77 	101.89 	103.79 	97.95 	99.88 	95.01 	102.15 	97.72 	100.09 	93.90 	88.71 	87.00 	87.25 	78.69 	84.60 b	65.79 	72.08 	73.86 	79.71 	76.91 	77.13 	91.71 	92.15 	92.90 	93.46 	99.67 	98.66 	100.16 	104.23 	110.53 	104.94 	100.77 	92.93 	88.14 	88.14 	84.48 
P_HTHAB,GEN,MT	: 	80.53 	82.33 	81.71 	80.98 	79.06 	78.42 	79.62 	79.82 	79.76 	75.67 	67.07 	66.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,NL	: 	177.95 	173.58 	166.72 	161.87 	158.89 	156.38 	151.86 b	145.78 	144.05 	139.58 	125.47 	125.91 	124.26 	119.63 	120.97 	117.46 	120.59 	120.17 	118.14 	118.23 	116.38 	116.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,NO	100.49 	98.71 	96.52 	93.68 	92.50 	89.83 	88.50 b	89.45 	87.35 	86.02 	83.58 	82.61 	80.29 b	81.56 b	81.10 	80.52 	77.80 	76.59 	69.75 	72.17 b	: 	: 	: 	53.08 	: 	: 	: 	: 	37.59 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,PL	: 	: 	: 	: 	41.89 	42.28 	38.48 	36.16 	33.77 	33.22 	38.16 	45.96 	44.48 	44.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,PT	: 	292.30 	282.70 	269.01 	262.87 	252.77 	240.78 	228.32 	217.49 	210.42 	207.60 	200.23 	191.34 	185.05 	178.34 	172.44 	168.64 	163.70 	160.55 	157.78 	156.18 	152.79 	151.78 	148.42 	147.67 	148.74 	150.92 	161.97 	169.46 	197.73 	199.44 	199.09 	198.28 	193.31 	193.06 	187.15 	179.55 
P_HTHAB,GEN,RO	: 	78.62 	77.91 	76.47 	76.68 	77.20 	77.06 	79.06 	79.68 	83.46 	87.94 	89.94 b	87.54 	90.40 e	81.85 e	83.82 b	68.34 b	56.41 	63.00 	69.40 	75.98 	79.31 	83.25 	81.46 	77.94 	74.37 	74.43 	74.85 	75.35 	75.22 	73.01 	69.24 	66.23 	62.06 	63.61 	57.95 	: 
P_HTHAB,GEN,RS	99.16 	81.69 b	: 	88.66 	86.66 	85.87 b	87.93 	90.32 	90.45 	90.22 	93.03 	96.59 	94.47 	94.85 	88.76 	83.98 	79.84 	79.36 	73.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,SE	: 	: 	62.07 	63.71 	63.74 	64.34 	64.75 	64.58 	64.49 	64.05 	63.11 	62.88 	63.18 	62.28 	61.89 	60.66 	59.09 	57.69 	56.91 	55.79 	54.55 	52.61 	51.65 	51.09 	49.59 	48.37 	47.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,SI	: 	68.97 	67.71 	67.75 	67.75 	68.04 	66.10 	62.27 	58.45 	54.78 	52.85 	50.96 	49.86 	49.37 	49.69 	48.23 	48.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN,TR	: 	67.29 	63.31 	59.81 b	59.77 	58.16 	57.08 	53.82 	53.90 	55.07 	56.37 	56.16 	52.72 	52.92 	51.76 	50.71 b	48.36 	46.02 	45.59 	45.89 	45.01 	42.11 b	69.57 	67.57 	65.67 	64.97 	66.19 	66.23 	61.44 	53.77 	49.15 	45.88 	41.86 	37.68 	33.26 	32.04 	30.99 
P_HTHAB,GEN,UK	: 	: 	: 	74.58 	75.42 	76.33 	77.05 b	78.32 	77.77 	78.51 	78.78 	77.50 	79.38 	75.80 	73.97 	73.25 	73.18 	71.56 	69.82 	67.81 	67.13 	66.39 	63.16 	62.77 	62.25 	61.76 	61.46 	61.30 	60.91 	60.50 	59.98 	59.48 	58.36 	57.77 	57.10 	57.90 	57.30 
P_HTHAB,GEN_OTH,AT	73.62 	74.08 	76.93 	: 	80.80 	82.02 b	88.70 	87.94 	87.28 	84.31 	81.86 	80.25 	77.88 	76.26 	76.84 	74.34 	70.48 	67.63 	66.08 	66.01 	66.61 	64.22 	63.34 	64.99 	63.09 	61.06 	59.65 b	48.22 	45.93 	44.60 	40.85 	37.28 	33.58 	31.51 	29.20 	: 	24.39 
P_HTHAB,GEN_OTH,BE	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,BG	: 	2.29 	1.95 	1.75 	1.68 	3.73 	1.17 b	3.07 	2.88 	2.70 	3.10 	3.42 b	3.34 	3.43 	5.91 	5.18 	5.21 	4.20 	2.69 	5.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,CY	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,CZ	: 	0.00 	0.00 	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,DE	: 	30.81 	28.13 	26.49 	26.06 	25.53 	25.07 	28.22 	26.84 	23.19 	22.86 	21.33 	18.00 	15.34 	12.54 	12.59 	12.72 	12.72 	15.33 	15.72 	16.23 	16.89 	14.84 	12.51 	12.33 	12.27 	12.08 	11.82 	11.53 	11.18 	10.90 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,EE	: 	10.38 	10.63 	10.06 	9.26 	7.68 	8.06 	8.90 	9.10 b	7.86 	9.94 	9.16 	10.87 	13.99 	15.07 	12.40 	11.22 	12.04 	13.57 	12.54 	23.85 	43.52 	40.35 	34.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,EL	: 	: 	9.62 	6.97 	9.34 	9.19 	8.97 	9.32 b	8.51 	9.71 	10.29 	11.82 	10.65 	10.72 	16.25 	10.96 	12.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,ES	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,FR	: 	54.13 	53.46 	52.75 	51.94 	50.93 	49.56 	48.35 	47.11 	45.68 	43.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,HR	: 	19.74 	25.84 	25.15 	24.60 	26.46 	21.84 	25.40 	24.66 	25.88 	24.59 	26.12 	19.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,HU	: 	27.53 b	28.75 	27.68 	25.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,IE	148.65 b	101.21 	100.95 	100.34 	100.28 	103.23 	108.19 	99.38 b	160.47 	173.28 	175.91 b	218.00 	213.90 b	269.63 	259.36 	246.79 	240.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,IT	14.06 p	14.55 	16.95 	16.64 	16.45 	16.14 	14.75 	14.03 	13.82 	14.37 	13.13 e	11.92 e	10.91 e	10.41 e	9.78 e	8.96 e	8.17 e	7.58 e	5.79 e	4.65 e	3.29 e	1.90 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,LI	46.09 	66.84 	62.24 	49.68 	55.32 	34.47 	32.01 	29.53 	27.04 	27.28 	30.29 	30.54 b	0.00 d	0.00 d	0.00 d	0.00 d	0.00 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,LT	: 	8.55 	11.92 	11.57 	10.71 	8.65 	6.23 	5.76 	5.31 	4.85 	3.37 b	2.91 	2.66 	1.97 	5.82 	4.25 	3.04 	2.93 	2.61 	2.50 	2.94 	2.26 	1.67 	1.80 	1.01 	1.08 	1.13 	0.27 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,LU	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,LV	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,ME	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,MT	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,NL	: 	86.61 	83.64 	78.41 	74.93 	73.57 	72.49 	69.51 	67.28 	67.10 	66.37 	52.45 	54.28 	54.60 	51.48 	52.73 	51.31 	56.03 	56.19 	55.29 	56.45 	55.02 	56.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,NO	13.34 	11.99 	10.75 	8.92 	8.49 	7.58 	7.25 b	9.97 	9.29 	8.49 	8.68 	8.34 	6.98 b	7.61 	7.67 	7.90 	7.79 	6.42 	8.52 	7.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,PL	: 	: 	: 	: 	19.72 	20.19 	16.71 	13.96 	12.03 	11.04 	17.74 	25.15 	23.89 	22.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,PT	: 	18.01 	18.74 	24.71 	27.46 	25.53 	23.38 	17.52 	17.62 	17.65 	17.27 	15.45 	15.08 	14.35 	15.12 	17.44 	16.25 	18.01 	19.79 	24.38 	17.53 	18.05 	19.93 b	105.09 	104.64 	106.33 	110.71 	132.02 	142.64 	177.02 	196.69 	196.34 	195.64 	190.81 	190.57 	184.80 	177.38 
P_HTHAB,GEN_OTH,RO	: 	14.17 	15.01 	14.71 	14.48 	14.60 	14.82 	15.50 	15.95 	14.83 	15.40 	18.28 b	25.02 	21.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,RS	27.55 	16.22 b	: 	19.36 	17.56 	16.31 b	17.65 	19.59 	19.00 	18.88 	20.02 	22.09 	20.26 	20.37 	17.06 	13.83 	11.02 	11.40 	10.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,SE	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_OTH,SI	: 	7.37 	7.52 	6.27 	7.89 	10.65 	11.24 	10.67 	8.69 	8.17 	7.65 	7.13 	7.84 	8.21 	8.90 	9.82 	10.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,AL	: 	: 	: 	: 	: 	: 	: 	: 	55.89 	55.27 	53.08 	55.27 	54.48 	53.27 	54.78 	54.40 	52.90 	52.53 	53.39 	51.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,AT	75.02 	74.85 	76.01 	: 	75.44 	76.32 	76.47 	77.39 	76.92 	77.70 	77.86 	77.80 	77.68 	76.78 	76.56 	76.69 	76.16 	76.24 	75.37 	74.24 	73.00 	72.32 	71.43 	71.24 	69.41 	68.00 	66.57 b	74.02 	72.52 	71.52 	71.31 	70.98 	70.10 	68.46 	66.37 	: 	65.10 
P_HTHAB,GEN_PRAC,BE	: 	118.65 	116.85 	115.32 	114.21 	114.10 	112.58 	112.05 	111.86 	111.31 	111.34 	111.98 	113.80 	114.59 	116.10 	117.70 	118.38 	119.10 	119.45 	119.48 	119.60 	119.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,BG	: 	57.90 	59.05 	59.77 	60.44 	60.94 	61.69 	62.03 	62.41 	62.85 	63.65 	63.66 b	66.48 	63.88 	66.00 	67.45 	68.31 	69.47 	68.83 	67.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,CY	: 	: 	95.47 	104.82 	96.91 	92.30 	86.71 	79.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,CZ	: 	66.48 e	68.69 be	: 	: 	: 	: 	: 	70.10 	70.27 	70.21 	70.35 	70.53 	70.60 	71.08 	72.31 	72.69 b	: 	: 	: 	: 	72.79 e	: 	: 	: 	: 	69.48 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,DE	: 	71.97 	71.81 	71.35 	70.95 	70.45 	70.66 	70.83 	70.63 	70.55 	70.88 	70.15 	68.96 	69.07 	70.15 	70.59 	72.21 	72.26 	72.74 	72.97 	73.15 	71.79 	70.71 	71.43 	70.39 	70.03 	68.99 	67.51 	65.85 	63.84 	62.23 	: 	: 	: 	: 	: 	: 
P_HTHAB,GEN_PRAC,EE	: 	71.15 	72.42 	72.92 	71.13 	72.96 	71.92 	71.46 	70.71 b	64.64 	65.46 	64.36 	62.49 	62.30 	60.79 	60.88 	61.26 	60.11 	59.68 	57.71 	41.93 	31.50 	27.84 	23.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
